대상유형,지역,제목,detail_url,신청기간,신청방법,접수기관,지원형태,지원대상,지원내용,문의처,기타,카테고리_분류,지원형태_분류,지원대상_원문,지원대상_초벌요약,지원내용_원문,지원내용_초벌요약,age_eff_ranges,age_has_rule,target_labels,support_labels,category_labels,is_financial_benefit,is_direct_cash,has_medical,has_housing,has_service,is_always_open,has_online_apply,summary_len,raw_text_len,summary_compression_rate,amount_proxy_million
한부모,강원특별자치도/춘천시,생계곤란가정 긴급생활용품 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/418000000230?administOrgCd=ALL,상시신청,"○ 방문 신청
 - 주민센터 : 거주지 관할 읍면동 행정복지센터에 방문 신청",주민센터,현물,"지원대상
○ 지원기준 : 기중중위소득 120%이내(건강보험료기준)

○ 지원대상 
 - 수급권자 및 차상위계층, 사회복지시설 이용자 
 - 재난,재해 및 휴,폐업 실업,질병,사고 등의 사유로 긴급지원이 필요한자 
 - 그 밖에 생활안정 지원이 필요하다고 시장이 인정하는자","지원내용
○ 현물지원 : 난방용품, 생활필수품, 의류, 식료품, 의료용품, 가전제품 등(지원 종료 시 1년간 재지원 불가)",복지정책과 (☎033-250-3496),,취약계층,"의료지원,물품지원","(1) 지원기준 : 기중중위소득 120%이내 ( 건강보험료기준 )
 - 수급권자 및 차상위계층, 사회복지시설 이용자
 - 재난,재해 및 휴,폐업 실업,질병,사고 등의 사유로 긴급지원이 필요한자
 - 그 밖에 생활안정 지원이 필요하다고 시장이 인정하는자",지원기준 : 기중중위소득 120%이내 ( 건강보험료기준 ) 을 ( 를 ) 지원합니다.,"(1) 현물지원 : 난방용품, 생활필수품, 의류, 식료품, 의료용품, 가전제품 등 ( 지원 종료 시 1년간 재지원 불가 )","(1) 현물지원 : 난방용품, 생활필수품, 의류, 식료품, 의료용품, 가전제품 등 ( 지원 종료 시 1년간 재지원 불가 )",[],False,['한부모'],"['의료지원', '물품지원']",['취약계층'],False,False,True,False,False,True,True,116,220,0.4727272727272728,
한부모,강원특별자치도/춘천시,춘천형 위기가구 생활안정 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/418000000240?administOrgCd=ALL,상시신청,"○ 방문 신청
 - 읍면동 행정복지센터 : 거주지 행정복지센터에 방문 신청

◯ 방문신청 어려울시 병원 내 사회사업실 통해 상담 진행 후 신청 가능",주민센터,현금,"지원대상
○ 춘천시 관내(주민등록)거주지로 기준 중위소득120%이하, 재산1억5,200만원 이하, 금융800만원 이하 가구
중복혜택 안돼요
긴급복지지원사업과 동일항목 동시지원 불가(긴급복지지원 생계-춘천형 위기가구 생계, 긴급복지지원 의료-춘천형 위기가구 의료 등)","지원내용
○ 갑작스런 응급상황에 처한 위기, 욕구별 맞춤서비스 지원
 - 의료비, 간병비, 생계비, 난방비, 주거수리비, 체납공과금 등",복지정책과 (☎033-250-3555),,취약계층,"직접금전지원,의료지원,주거지원,생계지원,서비스","(1) 춘천시 관내 ( 주민등록 ) 거주지로 기준 중위소득120%이하, 재산1억5,200만원 이하, 금융800만원 이하 가구
 - 중복혜택 안돼요
 - 긴급복지지원사업과 동일항목 동시지원 불가 ( 긴급복지지원 생계-춘천형 위기가구 생계, 긴급복지지원 의료-춘천형 위기가구 의료 등 )","춘천시 관내거주지로 기준 중위소득120%이하, 재산1억5,200만원 이하, 금융800만원 이하의 가구 중복혜택 안됌, 긴급복지지원사업과 동일항목 동시지원 불가이다.","(1) 갑작스런 응급상황에 처한 위기, 욕구별 맞춤서비스 지원
 - 의료비, 간병비, 생계비, 난방비, 주거수리비, 체납공과금 등","(1) 갑작스런 응급상황에 처한 위기, 욕구별 맞춤서비스 지원
 - 의료비, 간병비, 생계비, 난방비, 주거수리비, 체납공과금 등",[],False,['한부모'],"['직접금전지원', '의료지원', '주거지원', '생계지원', '서비스']",['취약계층'],True,True,True,True,True,True,True,164,224,0.2678571428571429,
한부모,강원특별자치도/태백시,경로식당 무료급식 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/422000000122?administOrgCd=ALL,상시신청,"○ 방문 신청
 - 기타 : 장성중앙쉼터, 태백무료급식소, 동점마을쉼터, 태백지역자활센터","장성중앙쉼터, 태백무료급식소, 동점마을쉼터, 태백지역자활센터",현물,"지원대상
○ 결식의 우려가 있는 65세 이상 어르신","지원내용
○ 생계유지의 어려움 및 기타 부득이한 사정으로 인해 결식의 우려가 있는 65세 이상 어르신들을 대상으로 무료급식 제공(코로나19로 인한 도시락 배부)",사회복지과 (☎033-550-2177),,고령자,물품지원,(1) 결식의 우려가 있는 65세 이상 어르신,(1) 결식의 우려가 있는 65세 이상 어르신,(1) 생계유지의 어려움 및 기타 부득이한 사정으로 인해 결식의 우려가 있는 65세 이상 어르신들을 대상으로 무료급식 제공 ( 코로나19로 인한 도시락 배부 ),(1) 생계유지의 어려움 및 기타 부득이한 사정으로 인해 결식의 우려가 있는 65세 이상 어르신들을 대상으로 무료급식 제공 ( 코로나19로 인한 도시락 배부 ),"[[65, 200]]",True,['한부모'],['물품지원'],['고령자'],False,False,False,False,False,True,True,115,118,0.025423728813559365,
임산부,강원특별자치도/태백시,무료독감 예방접종,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/422000000107?administOrgCd=ALL,2025. 10.~2026. 3.,"○ 방문 신청
 - 보건소 : 관할 보건소 방문",보건소,서비스(의료),"지원대상
○ 만 65세 이상 어르신 무료독감 예방접종
○ 만 13세 이하 어린이 무료독감 예방접종
○ 임신부 무료독감 예방접종
○ 기초생활수급자, 보건소에 등록된 재가진폐부부, 결혼이민자, 당해헌혈자, 심한 장애인, 국가유공자의 무료독감 예방접종 : 25년 10월 중","지원내용
○ 만 65세 이상 어르신 무료독감 예방접종
○ 만 13세 이하 어린이 무료독감 예방접종
○ 임신부 무료독감 예방접종
○ 기초생활수급자, 보건소에 등록된 재가진폐부부, 결혼이민자, 당해헌혈자, 심한 장애인, 국가유공자의 무료독감 예방접종 : 25년 10~11월 까지",태백시 보건소 (☎033-550-3034),,"임신/출산/육아,고령자,신혼부부,다문화,취약계층","의료지원,서비스","(1) 만 65세 이상 어르신 무료독감 예방접종
(2) 만 13세 이하 어린이 무료독감 예방접종
(3) 임신부 무료독감 예방접종
(4) 기초생활수급자, 보건소에 등록된 재가진폐부부, 결혼이민자, 당해헌혈자, 심한 장애인, 국가유공자의 무료독감 예방접종 : 25년 10월 중","25년 10월 중 무료독감 예방접종은 만 65세 이상 어르신, 임신부, 기초생활수급자, 재가진폐부부, 결혼이민자, 당해헌혈자, 심한 장애인, 국가유공자 등이다.","(1) 만 65세 이상 어르신 무료독감 예방접종
(2) 만 13세 이하 어린이 무료독감 예방접종
(3) 임신부 무료독감 예방접종
(4) 기초생활수급자, 보건소에 등록된 재가진폐부부, 결혼이민자, 당해헌혈자, 심한 장애인, 국가유공자의 무료독감 예방접종 : 25년 10~11월 까지","25년 10~11월까지 만 65세 이상 어르신 무료독감 예방접종은 임신부, 기초생활수급자, 재가진폐부부, 결혼이민자, 당해헌혈자, 심한 장애인, 국가유공자이다.","[[0, 13], [65, 200]]",True,['임산부'],"['의료지원', '서비스']","['임신', '출산', '육아', '고령자', '신혼부부', '다문화', '취약계층']",False,False,True,False,True,False,True,179,303,0.4092409240924092,
여성,강원특별자치도/태백시,여성농업인 노동경감 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/422000000134?administOrgCd=ALL,접수기관 별 상이,"ㅇ 신청방법
- 농업기술센터 방문신청",태백시농업기술센터,현금,"지원대상
ㅇ사업대상
- 관내 농촌지역 거주 농업경영체 등록 실제 영농에 종사하는 여성농업인
- 농촌지역외 거주자: 사업시행지침에 근거한 지준충족시 가능함","지원내용
ㅇ 사업내용
- 농작업 편이장비 지원(다용도 작업대 및 이동식 충천분무기 중 택1)",농업기술센터 (☎033-550-2721),,농/어업인,"직접금전지원,물품지원","(1) 사업대상
 - 관내 농촌지역 거주 농업경영체 등록 실제 영농에 종사하는 여성농업인
 - 농촌지역외 거주자: 사업시행지침에 근거한 지준충족시 가능함","(1) 사업대상
 - 관내 농촌지역 거주 농업경영체 등록 실제 영농에 종사하는 여성농업인
 - 농촌지역외 거주자: 사업시행지침에 근거한 지준충족시 가능함","(1) 사업내용
 - 농작업 편이장비 지원 ( 다용도 작업대 및 이동식 충천분무기 중 택1 )",사업내용에 대한 내용을 포함하여 사용하면 된다.,[],False,['여성'],"['직접금전지원', '물품지원']","['농', '어업인']",True,True,False,False,False,False,True,112,137,0.18248175182481752,
여성,강원특별자치도/태백시,여성농업인 복지바우처 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/422000000133?administOrgCd=ALL,접수기관 별 상이,ㅇ 방문신청: 태백시농업기술센터 내방신청,태백시농업기술센터,현금,"지원대상
ㅇ 사업대상
 - 관내거주하고 실제 영농에 종사하는 만20세~만75세 미만(1949.1.1~2004.12.31) 농업경영체 등록 여성농업인","지원내용
ㅇ 여성농업인 복지바우처 지원사업
 - 지원금액: 200천원(1인당)",농업기술센터 (☎033-550-2721),,농/어업인,"직접금전지원,이용권","(1) 사업대상
 - 관내거주하고 실제 영농에 종사하는 만20세~만75세 미만 ( 1949.1.1~2004.12.31 ) 농업경영체 등록 여성농업인","(1) 사업대상
 - 관내거주하고 실제 영농에 종사하는 만20세~만75세 미만 ( 1949.1.1~2004.12.31 ) 농업경영체 등록 여성농업인","(1) 여성농업인 복지바우처 지원사업
 - 200천원 ( 1인당 )","(1) 여성농업인 복지바우처 지원사업
 - 200천원 ( 1인당 )","[[20, 74]]",True,['여성'],"['직접금전지원', '이용권']","['농', '어업인']",True,True,False,False,False,False,True,120,126,0.04761904761904767,
임산부,강원특별자치도/태백시,임산부 산전건강관리 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/422000000121?administOrgCd=ALL,상시신청,"○ 방문 신청
 - 보건소 : 관할 보건소 방문",보건소,서비스(의료),"지원대상
○ 보건소 등록 임산부(관내 주민등록)","지원내용
○ 임산부 산전건강관리 지원
 - 임산부 산전 기형아검사 쿠폰 1회
 - 임산부 산전 초음파검사 5회
 - 임산부 엽산제(임신 확인 이후 임신 15주차) 지원
 - 임산부 철분제(임신 16주 이후 출산 전까지) 지원

○ 임신 축하용품 지원
○ 모성혈액검사(풍진검사제외)",태백시보건소 (☎033-550-3033),,임신/출산/육아,"이용권,의료지원,물품지원,서비스",(1) 보건소 등록 임산부 ( 관내 주민등록 ),(1) 보건소 등록 임산부 ( 관내 주민등록 ),"(1) 임산부 산전건강관리 지원
 - 임산부 산전 기형아검사 쿠폰 1회
 - 임산부 산전 초음파검사 5회
 - 임산부 엽산제 ( 임신 확인 이후 임신 15주차 ) 지원
 - 임산부 철분제 ( 임신 16주 이후 출산 전까지 ) 지원
(2) 임신 축하용품 지원
(3) 모성혈액검사 ( 풍진검사제외 )",임산부 산전건강관리 지원 임신 축하용품 지원 모성혈액검사 ( 풍진검사제외 ) 을 ( 를 ) 지원합니다.,[],False,['임산부'],"['이용권', '의료지원', '물품지원', '서비스']","['임신', '출산', '육아']",True,False,True,False,True,True,True,84,183,0.540983606557377,
한부모,강원특별자치도/태백시,저소득 한부모가족 위문,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/422000000109?administOrgCd=ALL,상시신청,○ 개인 신청절차 없음,개인 신청절차 없음,현물,"지원대상
○ 저소득 한부모가족 가구","지원내용
○ 설, 추석 명절 위문세트 지원",사회복지과 (☎033-550-2669),,"한부모,취약계층",물품지원,(1) 저소득 한부모가족 가구,(1) 저소득 한부모가족 가구,"(1) 설, 추석 명절 위문세트 지원","(1) 설, 추석 명절 위문세트 지원",[],False,['한부모'],['물품지원'],"['한부모', '취약계층']",False,False,False,False,False,True,True,37,43,0.13953488372093026,
여성,강원특별자치도/태백시,청소년 및 다자녀가정 여성 보건위생물품 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/422000000117?administOrgCd=ALL,상시신청,"○ 방문 신청
 - 주민센터 : 거주지 관할 읍면동 주민센터에 방문 신청",주민센터,현금,"지원대상
❍ 여성청소년: 만 11세~18세 (2006. 1. 1. ~ 2013. 12. 31. 출생자)
❍ 3자녀 이상 다자녀가정 여성: 만 19세~54세(1970. 1. 1. ~ 2005. 12. 31. 출생자)
 (만 54세 이하 모 및 모와 세대를 함께하는 자녀)","지원내용
○ 여성 보건위생물품 탄탄페이 지원(연 156,000원/1인)",사회복지과 (☎033-550-2073),,초/중/고등학생,"직접금전지원,물품지원","(1) ❍ 여성청소년: 만 11세~18세 ( 2006. 1. 1. ~ 2013. 12. 31. 출생자 )
(2) ❍ 3자녀 이상 다자녀가정 여성: 만 19세~54세 ( 1970. 1. 1. ~ 2005. 12. 31. 출생자 )
(3) ( 만 54세 이하 모 및 모와 세대를 함께하는 자녀 )",여성청소년: 만 11세~18세 ( 2006. 1. 1. ~ 2013. 12. 31. 출생자 ) ・ 3자녀 이상 다자녀의 경우 만 19세~54세가 대상이다.,"(1) 여성 보건위생물품 탄탄페이 지원 ( 연 156,000원/1인 )","(1) 여성 보건위생물품 탄탄페이 지원 ( 연 156,000원/1인 )","[[0, 54]]",True,['여성'],"['직접금전지원', '물품지원']","['초', '중', '고등학생']",True,True,False,False,False,True,True,126,190,0.33684210526315794,0.156
한부모,강원특별자치도/평창군,노인 안질환 의료비(백내장) 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/428000000106?administOrgCd=ALL,상시신청,"안질환 시술->관내 읍면사무소, 보건진료소,보건지소,보건의료원 (수술후 6개월 이내 신청서 및 구비서류 제출) ->서류검토 및 의료비 지원 결과 통보(평창군건강증진과)","주민센터,보건소,시·군·구청",현금,"지원대상
지원대상 : 만 65세 이상 지역주민(관내 1년이상 거주자) 수술후 6개월 이내 신청(6개월초과 신청시 미지원대상)
 건강보험료 기준 중위소득 100%이하 가구(1인가구 중위소득 100%준용)
중복혜택 안돼요
노인실명예방사업","지원내용
지원대상 : 만 65세 이상 지역주민(관내 1년이상 거주자) / 수술후 6개월 이내 신청 (6개월 초과신청시 지원 불가)
지원내용 : 백내장 수술비(환자본인부담금 한함) / 건강보험료 기준 중위소득 100%이하 가구
 (유사사업으로 백내장 수술비 지원 받은 경우 제외(중복지원 불가))
지원범위 : 의료비 환자 본인부담금 한함 ( 단안 최대 30만원/양안 최대 60만원 이내)
신청서류 : 수술비신청(청구서)서 / 수술확인서 또는 진단서 / 진료비영수증(원본) / 건강보험료 납부 확인서 / 개인정보제공 및 활용 동의서 (환자 및 건강보험가입자)
 행정정보 공동이용 사전 동의서(환자 및 건강보험가입자) / 통장사본 (가족 통장 사용시 가족관계증명서 제출) 
 기초생활 수급자 및 차상위 계층증명서, 한부모 가족증명서 ( 해당자에 한함, 신청일 기준 최근1개월 이내) 
 ※ 접수된 서류는 반환되지 않음.",의료지원과(의료관리) (☎033-330-4899),,"1인가구,한부모,고령자,취약계층","직접금전지원,의료지원,보험료지원","(1) 만 65세 이상 지역주민 ( 관내 1년이상 거주자 ) 수술후 6개월 이내 신청 ( 6개월초과 신청시 미지원대상 )
(2) 건강보험료 기준 중위소득 100%이하 가구 ( 1인가구 중위소득 100%준용 )
 - 중복혜택 안돼요
 - 노인실명예방사업",만 65세 이상 지역주민 수술후 6개월 이내 신청 건강보험료 기준 중위소득 100%이하 가구 등,"(1) 만 65세 이상 지역주민 ( 관내 1년이상 거주자 ) / 수술후 6개월 이내 신청 ( 6개월 초과신청시 지원 불가 )
(2) 백내장 수술비 ( 환자본인부담금 한함 ) / 건강보험료 기준 중위소득 100%이하 가구
(3) ( 유사사업으로 백내장 수술비 지원 받은 경우 제외 (중복지원 불가 ) )
(4) 지원범위 : 의료비 환자 본인부담금 한함 ( 단안 최대 30만원/양안 최대 60만원 이내 )
(5) 신청서류 : 수술비신청 ( 청구서 ) 서 / 수술확인서 또는 진단서 / 진료비영수증 ( 원본 ) / 건강보험료 납부 확인서 / 개인정보제공 및 활용 동의서 ( 환자 및 건강보험가입자 )
(6) 행정정보 공동이용 사전 동의서 ( 환자 및 건강보험가입자 ) / 통장사본 ( 가족 통장 사용시 가족관계증명서 제출 )
(7) 기초생활 수급자 및 차상위 계층증명서, 한부모 가족증명서 ( 해당자에 한함, 신청일 기준 최근1개월 이내 )
(8) 접수된 서류는 반환되지 않음.","만 65세 이상 지역주민, 백내장 수술비, 건강보험료 기준 중위소득 100%이하 가구, 의료비 환자 본인부담금 한함, 신청서류, 행정정보 공동이용 사전 동의서, 통장사본 접수된 서류는 반환되지 않음.","[[0, 200]]",True,['한부모'],"['직접금전지원', '의료지원', '보험료지원']","['1인가구', '한부모', '고령자', '취약계층']",True,True,True,False,False,True,True,165,586,0.7184300341296928,0.6
한부모,강원특별자치도/평창군,평일 결식아동 급식비 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/428000000101?administOrgCd=ALL,상시신청,"○ 방문 신청
 - 주민센터 : 거주지 관할 읍면동 주민센터에 방문 신청",주민센터,현물,"지원대상
○ 저소득층 아동
 - 18세 미만의 취학 및 미취학 아동 (아동복지법 제3조)
1. 국민기초생활보장법 제2조제2호에 따른 수급자 가구의 아동, 차상위 계층 아동
2. 한부모가족지원법 제5조 및 제5조의2에 따른 지원대상자가 양육하는 아동
3. 긴급복지지원법에 따른 긴급복지 지원대상 가구의 아동
4. 보호자가 사망, 가출, 행방불명, 구금시설에 수용되는 등의 사유로 보호가 필요한 아동
5. 보호자의 사고, 급성질환, 만성질환 등의 사유로 보호자의 양육능력이 미약한 가구의 아동
6. 기준중위소득 52% 이하인 가구의 아동","지원내용
○ 저소득층 아동에게 부식 배달
 - 도시락 배달",가족복지과 (☎033-330-2208),,"한부모,임신/출산/육아,취약계층","생계지원,물품지원","(1) 저소득층 아동
 - 18세 미만의 취학 및 미취학 아동 ( 아동복지법 제3조 )
(2) 국민기초생활보장법 제2조제2호에 따른 수급자 가구의 아동, 차상위 계층 아동
(3) 한부모가족지원법 제5조 및 제5조의2에 따른 지원대상자가 양육하는 아동
(4) 긴급복지지원법에 따른 긴급복지 지원대상 가구의 아동
(5) 보호자가 사망, 가출, 행방불명, 구금시설에 수용되는 등의 사유로 보호가 필요한 아동
(6) 보호자의 사고, 급성질환, 만성질환 등의 사유로 보호자의 양육능력이 미약한 가구의 아동
(7) 기준중위소득 52% 이하인 가구의 아동",저소득층 아동 및 국민기초생활보장법 제2조제2호에 따른 수급자 가구의 아동 등,"(1) 저소득층 아동에게 부식 배달
 - 도시락 배달","(1) 저소득층 아동에게 부식 배달
 - 도시락 배달","[[0, 17]]",True,['한부모'],"['생계지원', '물품지원']","['한부모', '임신', '출산', '육아', '취약계층']",False,False,False,False,False,True,True,73,331,0.7794561933534743,
임산부,강원특별자치도/홍천군,임산부 및 영유아 영양제 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/425000000650?administOrgCd=ALL,엽산제 :임신 12주이내 / 철분제: 임신16주이후 / 영양제:출산후 / 영유아 정장제: 아기3개월~24개월,"○ 방문 신청
 - 보건소 : 관할 보건소 방문
 - 구비서류 : 홍천군 관내 거주 등본 제출",보건소,현물,"지원대상
○ 관내 보건소 등록 임산부, 영유아","지원내용
○ 지원대상 : 관내 보건소 등록 임산부

○ 지원내용
 - 출산후 임산부 영양제 지원
 - 출산후 3개월이후 영유아 정장제 지원 (등본지참)",홍천군보건소 (☎033-430-4048~9),,임신/출산/육아,물품지원,"(1) 관내 보건소 등록 임산부, 영유아","관내 보건소 등록 임산부, 영유아 등을 대상으로 관내에 보건소가 등록되어 있다.","(1) 관내 보건소 등록 임산부
 - 출산후 임산부 영양제 지원
 - 출산후 3개월이후 영유아 정장제 지원 ( 등본지참 )",관내 보건소 등록 임산부들은 관내에 보건소를 등록하고 임산을 하고 있다.,[],False,['임산부'],['물품지원'],"['임신', '출산', '육아']",False,False,False,False,False,False,True,85,110,0.2272727272727273,
한부모,강원특별자치도/화천군,경로식당 무료급식 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/431000000105?administOrgCd=ALL,상시신청,"○ 방문 신청
 - 기타 : 무료급식 제공시 방문신청",관내 5개 단체,현물,"지원대상
○ 식사를 거를 우려가 있는 65세 이상 노인","지원내용
○ 무료급식 제공 : 관내 5개 단체에서 주 1회 또는 월 6회 제공",주민복지과 (☎033-440-2315),,고령자,물품지원,(1) 식사를 거를 우려가 있는 65세 이상 노인,(1) 식사를 거를 우려가 있는 65세 이상 노인,(1) 무료급식 제공 : 관내 5개 단체에서 주 1회 또는 월 6회 제공,(1) 무료급식 제공 : 관내 5개 단체에서 주 1회 또는 월 6회 제공,"[[65, 200]]",True,['한부모'],['물품지원'],['고령자'],False,False,False,False,False,True,True,68,74,0.08108108108108103,
한부모,강원특별자치도/화천군,방문건강관리,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/431000000108?administOrgCd=ALL,상시신청,"○ 방문 신청
 - 시군구 : 관할 군청 방문
 - 보건소 : 관할 보건소 방문","보건소,시·군·구청",서비스(돌봄),"지원대상
○ 65세 이상 노인
○ 우선순위 : 기초생활보장수급자, 차상위계층, 독거노인, 75세 이상 노인부부, 다문화가족, 한부모가족, 조손가족, 북한이탈주민 등","지원내용
○ 취약계층등록관리, 만성질환자등록관리, 노인허약예방관리, 보건복지 기능연계시스템을 통한 지원",보건사업과 (☎033-440-2966),,"1인가구,한부모,고령자,신혼부부,다문화,취약계층","의료지원,서비스","(1) 65세 이상 노인
(2) 우선순위 : 기초생활보장수급자, 차상위계층, 독거노인, 75세 이상 노인부부, 다문화가족, 한부모가족, 조손가족, 북한이탈주민 등","(1) 65세 이상 노인
(2) 우선순위 : 기초생활보장수급자, 차상위계층, 독거노인, 75세 이상 노인부부, 다문화가족, 한부모가족, 조손가족, 북한이탈주민 등","(1) 취약계층등록관리, 만성질환자등록관리, 노인허약예방관리, 보건복지 기능연계시스템을 통한 지원","(1) 취약계층등록관리, 만성질환자등록관리, 노인허약예방관리, 보건복지 기능연계시스템을 통한 지원","[[65, 200]]",True,['한부모'],"['의료지원', '서비스']","['1인가구', '한부모', '고령자', '신혼부부', '다문화', '취약계층']",False,False,True,False,True,True,True,145,149,0.02684563758389258,
임산부,강원특별자치도/화천군,산전 검사비 및 임신축하용품 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/431000000122?administOrgCd=ALL,상시신청,"○ 방문 신청
 - 보건소 : 관할 보건소 방문",보건소,현물,"지원대상
○ 예비 임산부 및 임산부","지원내용
○ 등록 임산부 축하용품 지급, 예비 및 임산부 산전검사비 지원",보건사업과 (☎033-440-2832),,임신/출산/육아,"의료지원,물품지원",(1) 예비 임산부 및 임산부,(1) 예비 임산부 및 임산부,"(1) 등록 임산부 축하용품 지급, 예비 및 임산부 산전검사비 지원","(1) 등록 임산부 축하용품 지급, 예비 및 임산부 산전검사비 지원",[],False,['임산부'],"['의료지원', '물품지원']","['임신', '출산', '육아']",False,False,True,False,False,True,True,54,60,0.09999999999999998,
한부모,강원특별자치도/화천군,신장장애인 혈액 및 복막투석비 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/431000000106?administOrgCd=ALL,상시신청,"○ 방문 신청 
 - 주민센터 : 읍면사무소에 신청",주민센터,현금,"지원대상
○ 화천군에 거주하는 장애의 정도가 심한 신장장애인으로 가구소득 인정액이 최저생계비의 200% 이하인 계층
중복혜택 안돼요
희귀난치성 의료비지원","지원내용
○ 저소득 신장장애인에 혈액 및 투석비 지원",주민복지과 (☎033-440-2323),,취약계층,직접금전지원,"(1) 화천군에 거주하는 장애의 정도가 심한 신장장애인으로 가구소득 인정액이 최저생계비의 200% 이하인 계층
 - 중복혜택 안돼요
 - 희귀난치성 의료비지원","(1) 화천군에 거주하는 장애의 정도가 심한 신장장애인으로 가구소득 인정액이 최저생계비의 200% 이하인 계층
 - 중복혜택 안돼요
 - 희귀난치성 의료비지원",(1) 저소득 신장장애인에 혈액 및 투석비 지원,(1) 저소득 신장장애인에 혈액 및 투석비 지원,[],False,['한부모'],['직접금전지원'],['취약계층'],True,True,False,False,False,True,True,115,115,0.0,
여성,강원특별자치도/횡성군,"고령, 장애, 여성농업인 영농작업비 지원",https://www.gov.kr/portal/rcvfvrSvc/dtlEx/426000000133?administOrgCd=ALL,접수기관 별 상이,"○ 방문 신청 
 - 주민센터 : 주소지 읍면행정복지센터 방문신청",주민센터,현금,"지원대상
- 주민등록상 횡성군 관내거주 농업인","지원내용
○ 고령, 장애, 여성농업인 영농작업비 지원
 - 영농 기초작업이 곤란한 고령인, 장애인, 여성농업인에게 영농작업비 지원
 - 지원기준: 실경작 농지 ㎡당 40원",농정과 (☎033-340-2363),,"농/어업인,취약계층",직접금전지원, - 주민등록상 횡성군 관내거주 농업인,(1) 주민등록상 횡성군 관내거주 농업인,"(1) 고령, 장애, 여성농업인 영농작업비 지원
 - 영농 기초작업이 곤란한 고령인, 장애인, 여성농업인에게 영농작업비 지원
 - 지원기준: 실경작 농지 ㎡당 40원","고령, 장애, 여성농업인 영농작업비 지원은 고령·장애·여성농업인을 대상으로 한다.",[],False,['여성'],['직접금전지원'],"['농', '어업인', '취약계층']",True,True,False,False,False,False,True,68,121,0.4380165289256198,4e-05
여성,강원특별자치도/횡성군,횡성여성문화의 날 운영,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/426000000143?administOrgCd=ALL,신청불요,해당 서비스는 신청없이 자격대상자에게 자동적으로 제공됩니다.,,"현금(감면), 기타(교육)","지원대상
추진대상: 횡성군에 주민등록을 둔 여성","지원내용
○ 횡성여성문화의 날 운영
 - 횡성시네마 무료관람, 횡성호수길 무료탐방 : 매월 마지막주 수요일
 - 찾아가는 문화강좌, 찾아가는 토크콘서트",가족복지과 (☎033-340-2182),,"1인가구,한부모,임신/출산/육아,초/중/고등학생,대학(원)생,근로자/직장인,구직/취업,창업/자영업,고령자,신혼부부,다문화,농/어업인,취약계층","직접금전지원,감면할인지원,교육지원,문화예술",(1) 추진대상: 횡성군에 주민등록을 둔 여성,(1) 추진대상: 횡성군에 주민등록을 둔 여성,"(1) 횡성여성문화의 날 운영
 - 횡성시네마 무료관람, 횡성호수길 무료탐방 : 매월 마지막주 수요일
 - 찾아가는 문화강좌, 찾아가는 토크콘서트",횡성여성문화의 날을 운영하여 운영한다.,[],False,['여성'],"['직접금전지원', '감면할인지원', '교육지원', '문화예술']","['1인가구', '한부모', '임신', '출산', '육아', '초', '중', '고등학생', '대학(원)생', '근로자', '직장인', '구직', '취업', '창업', '자영업', '고령자', '신혼부부', '다문화', '농', '어업인', '취약계층']",True,True,False,False,False,False,True,47,111,0.5765765765765766,
