region,title,detail_url,period,agency,contact,type,apply_url,신청기간,전화문의,신청방법,접수기관,지원형태,사업근거,지원대상,지원내용,문의처
중앙부처,출산전후(유산ㆍ사산)휴가 급여,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/WII000001460?administOrgCd=ALL,휴가를 시작한 날[출산전후휴가 또는 유산ㆍ사산휴가를 받은 피보험자가 속한 사업장이 우선지원 대상기업이 아닌 경우에는 휴가 시작 후 60일(한 번에 둘 이상의 자녀를 임신한 경우에는 75일)이 지난 날로 본다] 이후 1개월부터 휴가가 끝난 날 이후 12개월 이내에 신청,고용노동부 각 지역 관할 고용센터,고용노동부 고객상담센터 / 1350,현금,http://www.work24.go.kr/,휴가를 시작한 날[출산전후휴가 또는 유산ㆍ사산휴가를 받은 피보험자가 속한 사업장이 우선지원 대상기업이 아닌 경우에는 휴가 시작 후 60일(한 번에 둘 이상의 자녀를 임신한 경우에는 75일)이 지난 날로 본다] 이후 1개월부터 휴가가 끝난 날 이후 12개월 이내에 신청,고용노동부 고객상담센터 (1350),가까운 관할 고용센터를 방문하거나 온라인(고용24 홈페이지: www.work24.go.kr) 또는 우편으로 신청,고용노동부 각 지역 관할 고용센터,현금,[법령] 남녀고용평등과 일ㆍ가정 양립 지원에 관한 법률(제18조) [법령] 고용보험법(제75조),"지원대상
- 「근로기준법」에 따른 출산전후휴가 또는 유산ㆍ사산휴가를 부여 받은 근로자
- 고용보험 피보험 단위기간이 180일 이상
- 휴가를 시작한 날 이후 1개월부터 휴가가 끝난 날 이후 12개월 이내에 신청
선정기준
- 「근로기준법」에 따른 출산전후휴가 또는 유산ㆍ사산휴가를 부여 받은 근로자
- 고용보험 피보험 단위기간이 180일 이상
- 휴가를 시작한 날 이후 1개월부터 휴가가 끝난 날 이후 12개월 이내에 신청","지원내용
○ 출산전후휴가
 - 임신 중의 여성에게 출산 전과 후를 통하여 90일(미숙아 100일, 다태아 120일) 부여, 출산 후 45일(다태아 60일) 이상 배정
 * '25.2.23.부터 미숙아 출산 시 휴가 기간 100일로 확대 
 
○ 출산전후휴가 급여
 - 지급 기간: 휴가 기간에 대해 지원
 · 우선지원대상기업 소속 근로자: 90일(미숙아 100일, 다태아 120일)
 · 대규모기업 소속 근로자: 최초 60일을 제외한 나머지 30일(미숙아 40일, 다태아 45일)
 * '25.2.23.부터 미숙아 출산 시 지급 기간 확대 
 - 지급 금액: 통상임금에 해당하는 금액
 · 상한액: 매년 고용노동부장관이 고시하는 금액('25년 고시 금액: 월 210만원)
 · 하한액: 최저임금액

○ 유산ㆍ사산휴가
 - 임신 중인 여성이 유산 또는 사산하고 유산ㆍ사산휴가를 청구하면 임신기간에 따라 차등 부여
 · 임신기간 15주 이내: 유산 또는 사산한 날부터 10일까지
 · 임신기간이 16주 이상 21주 이내인 경우: 유산 또는 사산한 날부터 30일까지 
 · 임신기간이 22주 이상 27주 이내인 경우: 유산 또는 사산한 날부터 60일까지
 · 임신기간이 28주 이상 : 유산 또는 사산한 날부터 90일까지
 * '25.2.23.부터 임신기간 11주 이내 유산ㆍ사산휴가 기간 5일에서 10일로 확대

○ 유산ㆍ사산휴가 급여
 - 지급 기간: 임신기간에 따른 휴가기간에 대해 지원
 · 우선지원대상기업 소속 근로자: 최대 90일
 · 대규모기업 소속 근로자: 최대 30일(최초 60일을 제외한 나머지 30일)
 - 지급 금액: 통상임금에 해당하는 금액
 · 상한액: 매년 고용노동부장관이 고시하는 금액('25년 고시 금액: 월 210만원)
 · 하한액: 최저임금액",고용노동부 고객상담센터 (☎1350)
중앙부처,출산 관련 서비스 통합처리 신청(행복출산),https://www.gov.kr/portal/rcvfvrSvc/dtlEx/174000000029?administOrgCd=ALL,"출생신고 시 또는 출생신고 이후(※ 개별 서비스별 신청 기간은 ""지원대상"" 참조)","정부24, 읍·면·동 주민센터","온라인신청(정부24)문의 / 1588-2188, 온라인신청(정부24)문의 / 02-3703-2500, 민원 문의 / 110","현금,현금(감면),현물,기타",javascript://,"출생신고 시 또는 출생신고 이후(※ 개별 서비스별 신청 기간은 ""지원대상"" 참조)","온라인신청(정부24)문의 (1588-2188), 온라인신청(정부24)문의 (02-3703-2500), 민원 문의 (110)","○ 방문 신청 : 출생신고 시 또는 출생신고 이후, 출생자의 주민등록 주소지 읍면동 주민센터 (단, 해산급여의 경우 출산자의 주민등록 주소지에서 신청)
○ 온라인 신청 : 정부24(www.gov.kr) 접속
○ 신청자격 
 - 출산자(산모) 본인, 출산자의 배우자
 - (대리인) 출산자(산모)의 직계가족(친부모 및 시부모)만 신청 가능 * 대리신청은 방문신청만 가능","정부24, 읍·면·동 주민센터","현금, 현금(감면), 현물, 기타",[행정규칙] 임신·출산 관련 서비스 통합처리에 관한 규정,"지원대상
○ 신청일 기준 출산자(출산가정) * 출생신고 시 또는 출생신고 이후 신청가능(출생자 주민등록번호 부여 후, 등록 처리 가능)

※개별 서비스별 예외사항 및 신청가능기간(개별신청은 담당기관 문의)
○ 부모급여, 아동수당, 양육수당, 기저귀·조제분유지원 : 출생 후 60일까지 신청시 소급지원 가능
○ 다자녀 KTX·SRT 열차 운임 할인 : 만25세 미만 자녀 2명 이상일 경우 신청 가능
선정기준
○ 신청일 기준 출산자(출산가정) * 출생신고 시 또는 출생신고 이후 신청가능(출생자 주민등록번호 부여 후, 등록 처리 가능)
 - 일부 서비스의 경우, 소득기준 등 추가적인 선정기준에 따라 서비스 지원이 제한 될 수 있음(해산급여, 저소득층 기저귀·조제분유지원 등)","지원내용
○ 공통서비스 : 첫만남이용권, 부모급여(현금), 양육수당, 아동수당, 해산급여, 여성장애인 출산비용, 출산가구·다자녀 전기료 경감, 다자녀 도시가스료 경감, 다자녀 지역난방비 경감, 저소득층 기저귀·조제분유 지원, KTX·SRT다자녀할인
○ 지자체 서비스 : 지자체별 상이","온라인신청(정부24)문의 (☎1588-2188)
온라인신청(정부24)문의 (☎02-3703-2500)
민원 문의 (☎110)"
공공기관,기획공연 및 전시 관람료 할인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/O00045000002?administOrgCd=ALL,상시신청,입장권 예매사이트,경기아트센터 / 031-230-3440,기타,,상시신청,경기아트센터 (031-230-3440),"○ 입장권 구매
 - 공연 예매 시 해당되는 할인 선택 (공연 당일 증빙 필수)",입장권 예매사이트,기타,[정관/약관 등 기타] 관련 근거 있음,"지원대상
※ 본 서비스는 현금의 형태로 지원되는 것이 아닌, 공연 및 전시 입장권 구입 시 적용되는 감면입니다.

○ 경기도내 거주 장애인 및 70세 이상 본인 또는 동반 1인

○ 장애인 및 국가유공자본인 또는 동반 1인 

○ 65세 이상 본인

○ 24세 이하 청년 본인 

○ 문화누리 카드 소지자 본인

○ 예술인패스 소지자 본인

○ 전년도 1월 이후 공연 관람티켓 소지자 본인 또는 동반 1인

○ 병역명문가 본인 또는 직계가족 1인 

○ 다자녀(2명 이상) 가족

○ 임산부 본인

○ 원폭피해자 본인 또는 후손","지원내용
○ 취약계층, 예술인, 도민 등 대상으로 기획공연 및 기획전시 관람료 할인 (공연별 할인율, 할인대상 상이)

○ 기회공연관람권 할인
 - 본인 또는 동반 1인 대상 공연료 할인 (75% / 경기도내 거주 70세 이상(1954년 이전) 및 장애인 / 신분증 확인)

○ 장애인 및 국가유공자 할인
 - 본인 또는 동반 1인 대상 공연료 할인 (50% / 복지카드, 국가유공자증, 보훈대상자증, 유족증 소지자)

○ 65세 이상 할인
 - 본인 할인 (50% / 1959년 이전 출생자, 신분증 확인)

○ 청년패스 할인
 - 본인 할인 (2000년 이후 출생자 / 공연별 할인율 상이 / 학생증 또는 신분증 확인)

○ 문화누리 할인
 - 문화누리 카드 소지자 대상 할인 (공연별 할인율 상이 / 문화누리카드 확인)

○ 예술인패스 할인
 - 본인 할인 (공연별 할인율 상이 / 예술인패스 카드(실물 또는 모바일) 확인)

○ 문화릴레이 할인
 - 본인 또는 동반 1인 할인 (공연별 할인율 상이 / 전년도 1월 이후 공연 관람티켓 확인)

○ 병역명문가 할인
 - 본인 또는 직계가족 1인 대상 공연료 할인 (공연별 할인율 상이 / 병역명문가증 확인(직계가족일 경우 신분증, 가족관계증명서 확인)

○ 다자녀(2명 이상) 가족 할인
 - 공연료 할인 (공연별 할인율 상이 / 주민등록등본 또는 경기아이플러스카드 확인) (소지자 본인 또는 다자녀 가족(자녀와 부모) 할인)

○ 임산부 할인
 - 본인 할인 (공연별 할인율 상이 / 산모수첩 확인)

○ 원폭피해자 할인
 - 본인 또는 후손 할인 (공연별 할인율 상이 / 본인 - 원폭피해등록증, 후손 - 원폭피해자 후손등록증 또는 원폭피해자등록증과 가족관계증명서 확인)",경기아트센터 (☎031-230-3440)
중앙부처,행복주택 공급,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/999000000026?administOrgCd=ALL,접수기관별상이,한국토지주택공사: 1600-1004 / SH공사 홈페이지: 1600-3456 / 기타 행복주택 입주자 모집을 추진하는 각 지방자체단체 혹은 지방공사 / 국토교통부: 1599-0001,한국토지주택공사 / 1600-1004,기타,http://myhome.go.kr/,접수기관 별 상이,한국토지주택공사 (1600-1004),"방문, 인터넷",한국토지주택공사: 1600-1004 / SH공사 홈페이지: 1600-3456 / 기타 행복주택 입주자 모집을 추진하는 각 지방자체단체 혹은 지방공사 / 국토교통부: 1599-0001,기타,"[법령] 공공주택 특별법(제2조) [법령] 공공주택 특별법 시행령(제2조, 제1항) [법령] 공공주택 특별법 시행규칙(제17조, 제1항)","지원대상
○ 대학생, 청년, (예비)신혼부부, 한부모가족

○ 고령자

○ 주거급여수급자

○ 산업단지 근로자
선정기준
○ 대학생
 - 미혼인 무주택자로서 다음 어느 하나에 해당하는 사람
 * 대학에 재학 중이거나 다음 학기에 입학 또는 복학 예정인 사람
 * 대학 또는 고등학교를 졸업 또는 중퇴한 날부터 2년 이하인 사람
 - (소득)본인 및 부모의 소득이 평균소득의 100% 이하 (1인가구:120%, 2인가구:110%)
 - (자산)세대내 총자산 1억원, 자동차 미소유

○ 청년
 - 미혼인 무주택자로서 다음 어느 하나에 해당하는 사람
 * 19~39세 이하인 사람
 * 소득이 있는 업무에 종사중인 사람 또는 퇴직 후 1년이 지나지 않는 사람 중 구직급여 수급자격을 인정 받은 사람(단, 소득이 있는 업무종사기간이 총5년을 초과하는 사람은 제외)
 * 예술인(단, 소득이 있는 업무종사기간이 총5년을 초과하는 사람은 제외)
 - (소득) 세대 소득이 평균 소득의 100% 이하(세대원주가 아닌 세대원일 경우에는 본인 월평균소득이 평균소득 100%이하, 
 단1인가구:120%, 2인가구:110%이하로 적용)
 - (자산) 본인(본인이 세대주인 경우 세대내) 총자산 2.73억원, 자동차 3,708만원

○ (예비)신혼부부, 한부모 가족
 - (신혼부부) 무주택 세대구성원으로서 혼인기간 7년이내 또는 6세이하 자녀(태아포함)를 둔 사람 
 - (예비 신혼부부) 혼인을 계획중이며, 혼인으로 구성될 세대의 구성원 모두 무주택자인 사람
 - (한부모가족) 6세이하(태아포함)의 자녀를 둔 무주택세대구성원
 - (소득)세대소득이 평균소득의 100% 이하(1인가구:120%, 2인가구:110%, 2인가구 맞벌이부부:130%, 3인이상가구 맞벌이부부:120%이하)
 - (자산)세대내 총자산 3.45억원, 자동차 3,708만원

○ 주거급여 수급자
 - 무주택세대구성원으로서 해당 지역에 거주하는 주거급여수급 대상자인 사람
 - (소득)세대소득이 중위소득의 46% 이하
 - (자산)소득인정액 평가 시 반영

○ 고령자
 - 무주택세대구성원으로서 해당 지역에 거주하는 65세 이상인 사람
 - (소득)세대소득이 평균소득의 100% 이하(1인가구:120%, 2인가구:110%이하)
 - (자산)세대내 총자산 3.45억원, 자동차 3,708억원

○ 산업단지 근로자
 - 무주택세대구성원으로서 인근(연접지역 포함) 산업단지의 입주기업 등에 재직중인 사람
 - (소득)세대소득이 평균소득의 100% 이하
 (1인가구:120%, 2인가구:110%, 2인가구 맞벌이부부:130%, 3인이상가구 맞벌이부부:120%이하)
 - (자산)세대내 총자산 3.45억원, 자동차 3,708만원","지원내용
○ 시중 시세의 60~80% 수준으로 공공임대주택공급",한국토지주택공사 (☎1600-1004)
대구광역시,대구형 산모 건강관리사 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/627000000120?administOrgCd=ALL,"○ 본인부담금 지원신청(산모신생아건강관리서비스 종료후 60일 이내), ○ 산후조리원 이용료 등(출산일로부터 90일 이내)",보건소,"정부24 콜센터 / 1588-2188, 정부민원안내콜센터 / 110, 대구 중구보건소 / 053-661-3827, 대구 동구보건소 / 053-662-3232, 대구 서구보건소 / 053-663-3169, 대구 남구보건소 / 053-664-3663, 대구 북구보건소 / 053-665-3253, 대구 수성구보건소 / 053-666-3146, 대구 달서구보건소 / 053-667-5644, 대구 달성군보건소 / 053-668-3134, 대구 군위군보건소 / 054-380-7438",현금,javascript://,"○ 본인부담금 지원신청(산모신생아건강관리서비스 종료후 60일 이내), ○ 산후조리원 이용료 등(출산일로부터 90일 이내)","정부24 콜센터 (1588-2188), 정부민원안내콜센터 (110), 대구 중구보건소 (053-661-3827), 대구 동구보건소 (053-662-3232), 대구 서구보건소 (053-663-3169), 대구 남구보건소 (053-664-3663), 대구 북구보건소 (053-665-3253), 대구 수성구보건소 (053-666-3146), 대구 달서구보건소 (053-667-5644), 대구 달성군보건소 (053-668-3134), 대구 군위군보건소 (054-380-7438)","○ 온라인 신청 
 - 정부24 : https://www.gov.kr 
○ 방문 신청
 - 보건소 : 관할 보건소 방문",보건소,현금,[법령] 저출산ㆍ고령사회기본법(제15조의8),"지원대상
○ 지원대상 : 기준중위소득 150%이하의 모든 출산가정

○ 지원기준 : 출산일 및 신청일 기준 모가 대구시 주민등록자이며, 출생아 또한 출생신고 주민등록지가 대구시에 있을것
중복혜택 안돼요
대구형 산모 건강관리사 지원","지원내용
○ 산모 건강관리사 파견 
 - 산모신생아 건강관리 서비스 이용 본인부담금 일부 지원(태아유형, 출생순위, 소득수준별 차등지원)

○ 산후조리원 이용료 등 산후경비 지원(산모건강관리사 미이용자)
 - 이용료 일부 지원(가구당 최대 20만원)","정부24 콜센터 (☎1588-2188)
정부민원안내콜센터 (☎110)
대구 중구보건소 (☎053-661-3827)
대구 동구보건소 (☎053-662-3232)
대구 서구보건소 (☎053-663-3169)
대구 남구보건소 (☎053-664-3663)
대구 북구보건소 (☎053-665-3253)
대구 수성구보건소 (☎053-666-3146)
대구 달서구보건소 (☎053-667-5644)
대구 달성군보건소 (☎053-668-3134)
대구 군위군보건소 (☎054-380-7438)"
중앙부처,상병급여,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/999000000005?administOrgCd=ALL,상병이 치유된 이후 14일 이내 신청 가능,고용노동부 각 지역 관할 고용센터,고용노동부 고객상담센터 / 1350,현금,http://www.ei.go.kr/,상병이 치유된 이후 14일 이내 신청 가능,고용노동부 고객상담센터 (1350),관할 고용센터를 방문하거나 온라인으로 신청,고용노동부 각 지역 관할 고용센터,현금,[법령] 고용보험법(제63조),"지원대상
○ 실업신고를 한 이후 발생한 질병, 부상, 출산으로 취업이 불가능하여 실업의 인정을 받지 못한 수급자격자
중복혜택 안돼요
- 근로기준법에 따른 휴업보상 - 산재휴업급여 - 국가배상법 제3조제2항제2호에 따른 휴업배상 - 의사상자 등 예우 및 지원에 관한 법률 제8조에 따른 보상금
선정기준
지원대상과 동일","지원내용
○ 구직급여 수급 중 발생한 질병, 부상, 출산으로 취업이 불가능하여 실업인정을 받지 못한 날에 지급",고용노동부 고객상담센터 (☎1350)
공공기관,농식품바우처 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/B55284500010?administOrgCd=ALL,'25.2.17.~'25.12.12.,"주민센터, 보건소, 시·군·구청","고객지원센터 / 1551-0857, 농식품바우처TF / 061-931-1094",이용권,http://www.foodvoucher.go.kr/,'25.2.17.~'25.12.12.,"고객지원센터 (1551-0857), 농식품바우처TF (061-931-1094)","○ 온라인 신청: 농식품바우처 누리집 회원가입을 통한 신청
○ ARS 신청: 대표번호(1551-0857) 내 ARS 서비스를 통한 신청
○ 방문 신청: 관할 읍면동 행정복지센터 방문을 통한 신청","주민센터,보건소,시·군·구청",이용권,[법령] 농업ㆍ농촌 및 식품산업 기본법(제23조의2) [정관/약관 등 기타] 관련 근거 있음,"지원대상
(지원대상) ‘소득 기준’과 ‘특성 기준’을 모두 충족한 가구
 - (소득 기준) 「국민기초생활 보장법」상 생계급여 수급가구
 단, 생계급여 수급가구 가구원 중「국민기초생활 보장법」상 보장시설 수급자는 가구원 수 산출에서 제외
 - (특성 기준) 생계급여 수급자인 가구원이 [임산부, 영유아, 초등학생 취학 연령아동, 중학생 취학 연령 아동, 고등학생 취학 연령 아동] 중 하나에 해당
 - 단, 보건복지부 영양플러스 사업 이용자는 해당 기간 동안 가구원 수 산출에서 제외","지원내용
(사업목적) 취약계층의 식품 접근성 강화 및 지속가능한 농식품 소비체계 구축을 통한 국민 먹거리 안전망 구축
(지원내용) 취약계층이 양질의 신선 농산물을 구매할 수 있는 이용권을 가구원 수에 따라 월 단위로 지원(월 10만원/4인가구)하고 식생활 교육 병행
(지원품목) 국산 과일류, 채소류, 흰우유, 신선알류, 육류, 잡곡류, 두부류","고객지원센터 (☎1551-0857)
농식품바우처TF (☎061-931-1094)"
중앙부처,의료급여 본인부담 면제(외래),https://www.gov.kr/portal/rcvfvrSvc/dtlEx/418000000089?administOrgCd=ALL,접수기관별상이,"주민센터, 시·군·구청",보건복지상담센터 / 129,서비스(의료),,접수기관 별 상이,보건복지상담센터 (129),"○ 시군구청에 방문하여 신청
 - 의료급여 수급자 또는 부양의무자가 국민건강보험공단에서 발급한 요양급여내역 및 진료비 영수증, 재학증명서 등 증빙서류를 첨부하여 보장기관에 신청","주민센터,시·군·구청",서비스(의료),[법령] 의료급여법 시행규칙(제19조의4),"지원대상
○ 의료급여 수급권자 중 본인부담 면제 대상자(외래)
 - 의료급여 1종 수급권자 중 당연 적용(사유 발생식 일괄 적용) : 18세 미만자, 행려환자, 등록 결핵질환자, 등록 중증질환자, 등록 희귀질환자 및 등록 중증난치질환자, 선택의료급여 기관이용자
 - 의료급여 1종 수급권자 중 신청 적용 : 20세 미만 재학자, 임산부, 가정간호대상자
선정기준
○ 의료급여 1종 수급권자","지원내용
○ 의료급여 수급권자에 대한 의료비를 지원",보건복지상담센터 (☎129)
중앙부처,드림스타트,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/SCY000000170?administOrgCd=ALL,접수기관별상이,시·군·구청,보건복지상담센터 / 129,"현금,현물,기타(상담)",,접수기관 별 상이,보건복지상담센터 (129),시군구 드림스타트 문의 또는 방문,시·군·구청,"현금, 현물, 기타(상담)",[법령] 아동복지법(제37조),"지원대상
○ 지원 대상
- 0세(임산부)～12세(초등학생 이하)의 취약계층* 아동 및 가족(만 12세 이상 아동 중 초등학교 재학 아동 포함)
 * 국민기초생활보장 수급자 및 차상위계층 등 가구의 0~12세 이하 아동 및 가족

○ 연령 기준
 - 0~12세(13세 초과 아동 중 초등학교 재학 아동은 포함)
선정기준
○ 지원 대상
 - 사업지역에 거주하는 해당 연령 아동과 그 가족, 임산부(0세)를 대상으로 위기도 사정을 통해 고·중위기 아동을 서비스 대상 아동으로 선정함","지원내용
○ 기본 서비스
 - 가정방문을 통한 서비스 대상 아동 및 부모와 주기적 면담 실시

○ 필수 서비스
 - 아동의 전인적 발달을 지원하기 위해 아동발달 영역별* 필수적인 프로그램** 제공
 * 임산부, 영아, 유아, 초등 저학년, 초등 고학년
 ** 건강검진, 예방접종, 영양교육, 자녀발달 및 양육교육, 산전 및 산후 검진 등

○ 맞춤 서비스
 - 사정 결과에 따라 대상자별 맞춤형 서비스로 기본서비스, 필수서비스 이외에 제공되는 서비스
 * 학습지원, 치과진료, 문화체험, 언어발달 및 심리지원서비스 등",보건복지상담센터 (☎129)
경기도/안양시,임신축하금 지원/출산지원금 지원(만안구),https://www.gov.kr/portal/rcvfvrSvc/dtlEx/383000000127?administOrgCd=ALL,상시신청,"주민센터, 보건소","만안구보건소(임신축하금) / 031-8045-3172, 만안구보건소(출산지원금) / 031-8045-3104, 동안구보건소 / 031-8045-4969",현금,,상시신청,"만안구보건소(임신축하금) (031-8045-3172), 만안구보건소(출산지원금) (031-8045-3104), 동안구보건소 (031-8045-4969)","○출산지원금
 -온라인 신청 : 정부24 (www.gov.kr)-원스톱서비스-행복출산
 -방문 신청 : 주소지 관할동 행정복지센터 출생 신고 시 신청
 *신청기간: 출생신고일로부터 12개월 이내(단, 전입일로부터 12개월 미만인 경우 신청자격이 된 날로부터 12개월 이내)
 
○임신축하금
 -방문신청 : 산모 주민등록 주소지 관할 보건소
 *신청기간: 임신 확인 시부터 출산 전까지(출산 후 신청 불가)","주민센터,보건소",현금,[자치법규] 안양시 출산 지원에 관한 조례,"지원대상
○ 임신축하금
 -신청일 기준으로 3개월 이전부터 계속하여 안양시 관내에 주민등록이 되어 있고 실제 거주하는 임신부

○ 출산지원금
 - 지원대상 : 출산일 기준으로 출산일 이전부터 안양시 관내에 주민등록을 두고 12개월 이상 계속 거주한 사람으로서 출생아와 주민등록상 동일세대로 되어있는 부 또는 모
(단, 출산일 이전부터 안양시에 주민등록을 두었지만 거주기간이 12개월 미만인 경우 전입일로부터 계속하여 12개월 이상 거주한 때 지원대상으로 함)","지원내용
○ 임신축하금
 - 지원대상 : 신청일 이전부터 안양시 관내에 주민등록이 되어 있고 3개월이상 거주한 임신부
 - 지원내용 : 현금 10만원(신청한 달 익월 10일까지 지급) 

○ 출산지원금
 - 지원대상 : 출산일 기준으로 출산일 이전부터 안양시 관내에 주민등록을 두고 12개월 이상 계속 거주한 사람으로서 출생아와 주민등록상 동일세대로 되어있는 부 또는 모
(단, 출산일 이전부터 안양시에 주민등록을 두었지만 거주기간이 12개월 미만인 경우 전입일로부터 12개월 이상 거주한 때 지원대상으로 함) 
 - 지원내용 : 신청일 기준 다음달 20일 신청 계좌로 입금, 2회분부터는 첫 지급일로부터 12개월 마다 지급(부 또는 모와 출생아가 안양시 계속 거주 확인된 대상자에 한함)
 첫째아 200만원(매년 100만원씩 2회 지급), 둘째아 400만원(매년 200만원씩 2회 지급), 셋째아 이상 1,000만원(매년 250만원씩 4회 지급)
 ※23.1.1일 이후 출생아부터 적용/안양시에 출생신고해야 함","만안구보건소(임신축하금) (☎031-8045-3172)
만안구보건소(출산지원금) (☎031-8045-3104)
동안구보건소 (☎031-8045-4969)"
중앙부처,미숙아 및 선천성이상아 의료비 지원,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/SME000000110?administOrgCd=ALL,(최종)퇴원일로부터 6개월 이내 신청 가능,보건소,보건복지상담센터 / 129,현금,https://www.e-health.go.kr/,(최종)퇴원일로부터 6개월 이내 신청 가능,보건복지상담센터 (129),"주소지 관할 보건소로 신청 또는 e보건소 공공보건포털, 아이마중앱 등 온라인 신청",보건소,현금,"[법령] 모자보건법(제10조, 제2항)","지원대상
입원 치료가 필요한 미숙아 및 선천성이상아 (*’24년부터 가구 소득과 관계없이 지원)
- (미숙아) 출생 후 24시간 이내에 신생아집중치료실(NICU)에 입원 치료한 경우
- (선천성이상아) 출생 후 2년 이내에“선천성이상질환”진단 및 이를 치료하기 위해 입원·수술한 경우
 * 출생 후 2년 이내에 진단을 받았으나 2년 이내에 입원·수술을 할 수 없다는 의사소견이 있을 시, 2년을 경과하더라도 예외적으로 인정 가능
선정기준
○ 출생 직후 입원하여 수술 및 치료를 필요로 하는 신생아에 한함
 - (미숙아) 출생 후 24시간 이내 긴급한 수술 또는 치료가 필요하여 신생아중환자실에 입원한 미숙아의 진료비에 한함
 - (선천성이상아) 출생 후 1년 4개월 이내 질병코드 Q코드로 시작하는 선천성이상아로 진단받은 환아로서 출생 후 1년 4개월 이내 입원하여 수술한 의료비 지원
 * 반드시 입원하여 치료를 위한 수술을 시행하고 그에 따른 치료비용에 한하여 지원(기능상 문제로 인한 치료목적의 수술이 아닌 외모개선 목적의 수술은 제외)","지원내용
○ 의료비의 건강보험 급여 중 전액본인부담금 및 비급여 진료비
- 미숙아 : 체중별 최고 1천만원까지 지원
- 선천성이상아 : 최고 5백만원까지 지원",보건복지상담센터 (☎129)
경기도/화성시,태아기형아 검사비 지원사업,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/553000000582?administOrgCd=ALL,검사일로 부터 6개월 이내,보건소,"화성시서부보건소 건강증진과 / 031-5189-6243, 화성시동탄보건소 건강증진과 / 031-5189-5076, 화성시동부보건소 건강증진과 / 031-5189-4307",현금,javascript://,검사일로 부터 6개월 이내,"화성시서부보건소 건강증진과 (031-5189-6243), 화성시동탄보건소 건강증진과 (031-5189-5076), 화성시동부보건소 건강증진과 (031-5189-4307)","○ 방문신청: 관할 보건소 방문 접수
- 서부보건소 건강증진과(봉담읍 동화새터길 109)
- 동탄보건소 건강증진과(노작로 226-9)
- 동부보건소 건강증진과(떡전골로 72-3) 
○ 온라인신청: 정부24 홈페이지",보건소,현금,[법령] 모자보건법(제3조) [법령] 저출산ㆍ고령사회기본법(제8조),"지원대상
검사일로부터 청구일까지 화성시에 주민등록을 둔 임산부(11주~18주)
중복혜택 안돼요
건강보험 임신출산 진료비 지원","지원내용
○ 대상: 검사일로부터 청구일까지 화성시에 주민등록을 둔 임산부(11주~18주)
○ 지원금액: 검사비 본인부담금 1인 최대 100,000원(1,2차 검사비 합산)
○ 검사항목 및 지원내용 
 - 1차검사: PAPP-A(태반호르몬 검사), 임산부 제1삼분기 정밀초음파 
 - 2차검사: 쿼드검사(AFP, hCG, uE3, inhibin A)","화성시서부보건소 건강증진과 (☎031-5189-6243)
화성시동탄보건소 건강증진과 (☎031-5189-5076)
화성시동부보건소 건강증진과 (☎031-5189-4307)"
